,stacja,rok,miesiąc,dzień,temperatura,suma opadów,wilgotność,prędkość wiatru,zachmurzenine,day_number_in_year,PM2.5
2111,KRAKÓW-OBSERWATORIUM,2019,10,13,13.4,0.0,81.5,0.3,1.3,286,19.0
2112,KRAKÓW-OBSERWATORIUM,2019,10,14,14.0,0.0,82.5,0.7,0.0,287,25.26
2113,KRAKÓW-OBSERWATORIUM,2019,10,15,15.4,0.0,80.3,1.0,3.3,288,26.01
2114,KRAKÓW-OBSERWATORIUM,2019,10,16,14.0,0.0,80.0,3.0,3.0,289,15.3
2115,KRAKÓW-OBSERWATORIUM,2019,10,17,11.7,0.0,75.0,0.3,1.0,290,17.85
2116,KRAKÓW-OBSERWATORIUM,2019,10,18,12.3,0.0,79.5,0.7,4.0,291,28.51
2117,KRAKÓW-OBSERWATORIUM,2019,10,19,11.9,0.0,83.3,0.3,4.7,292,30.07
2118,KRAKÓW-OBSERWATORIUM,2019,10,20,13.5,0.0,81.0,1.0,0.7,293,24.01
2119,KRAKÓW-OBSERWATORIUM,2019,10,21,13.9,0.0,81.3,0.3,2.0,294,31.15
2120,KRAKÓW-OBSERWATORIUM,2019,10,22,13.9,0.0,84.0,0.7,3.0,295,33.84
2121,KRAKÓW-OBSERWATORIUM,2019,10,23,12.1,0.0,96.0,1.3,7.7,296,35.41
2122,KRAKÓW-OBSERWATORIUM,2019,10,24,13.9,0.0,86.8,1.0,3.3,297,36.08
2123,KRAKÓW-OBSERWATORIUM,2019,10,25,11.5,0.0,83.0,1.3,0.3,298,41.04
2124,KRAKÓW-OBSERWATORIUM,2019,10,26,11.7,0.0,84.5,0.3,3.0,299,46.83
2125,KRAKÓW-OBSERWATORIUM,2019,10,27,12.7,2.4,72.0,2.0,0.0,300,30.4
2126,KRAKÓW-OBSERWATORIUM,2019,10,28,9.4,0.2,83.3,1.7,5.3,301,18.2
2127,KRAKÓW-OBSERWATORIUM,2019,10,29,6.3,0.0,83.0,1.7,6.7,302,36.78
2128,KRAKÓW-OBSERWATORIUM,2019,10,30,3.7,0.0,81.0,0.3,2.3,303,19.31
2129,KRAKÓW-OBSERWATORIUM,2019,10,31,0.4,0.0,91.0,1.0,2.7,304,55.88
2130,KRAKÓW-OBSERWATORIUM,2019,11,1,0.2,0.0,94.8,1.7,6.3,305,48.51
2131,KRAKÓW-OBSERWATORIUM,2019,11,2,5.3,0.1,84.5,1.0,7.3,306,33.42
2132,KRAKÓW-OBSERWATORIUM,2019,11,3,11.9,0.0,76.3,3.0,5.0,307,12.91
2133,KRAKÓW-OBSERWATORIUM,2019,11,4,12.6,5.3,88.8,1.7,6.7,308,10.27
2134,KRAKÓW-OBSERWATORIUM,2019,11,5,8.2,10.8,95.8,0.7,6.3,309,14.75
2135,KRAKÓW-OBSERWATORIUM,2019,11,6,8.0,0.1,86.0,1.0,3.7,310,25.26
2136,KRAKÓW-OBSERWATORIUM,2019,11,7,6.7,0.0,85.0,1.0,3.3,311,37.12
2137,KRAKÓW-OBSERWATORIUM,2019,11,8,4.4,0.0,98.0,1.7,8.0,312,26.52
2138,KRAKÓW-OBSERWATORIUM,2019,11,9,6.7,2.6,94.5,1.7,8.0,313,25.17
2139,KRAKÓW-OBSERWATORIUM,2019,11,10,6.8,21.7,97.0,1.3,8.0,314,16.85
2140,KRAKÓW-OBSERWATORIUM,2019,11,11,5.7,0.0,87.0,1.7,4.3,315,20.16
2141,KRAKÓW-OBSERWATORIUM,2019,11,12,6.8,0.5,86.3,1.7,7.7,316,16.58
2142,KRAKÓW-OBSERWATORIUM,2019,11,13,10.5,1.5,86.8,2.0,7.7,317,22.24
2143,KRAKÓW-OBSERWATORIUM,2019,11,14,5.5,0.0,86.8,1.7,6.7,318,19.14
2144,KRAKÓW-OBSERWATORIUM,2019,11,15,8.8,0.0,97.8,1.7,8.0,319,26.7
2145,KRAKÓW-OBSERWATORIUM,2019,11,16,10.0,0.0,83.0,1.3,4.3,320,24.19
2146,KRAKÓW-OBSERWATORIUM,2019,11,17,10.2,0.0,79.5,1.7,4.7,321,24.7
2147,KRAKÓW-OBSERWATORIUM,2019,11,18,9.0,0.0,89.8,1.3,5.0,322,33.26
2148,KRAKÓW-OBSERWATORIUM,2019,11,19,6.6,0.0,82.0,1.0,3.0,323,32.11
2149,KRAKÓW-OBSERWATORIUM,2019,11,20,4.8,0.2,94.0,2.0,5.0,324,42.86
2150,KRAKÓW-OBSERWATORIUM,2019,11,21,9.5,0.6,87.0,2.0,5.3,325,22.42
2151,KRAKÓW-OBSERWATORIUM,2019,11,22,5.2,0.0,85.8,3.3,6.0,326,25.52
2152,KRAKÓW-OBSERWATORIUM,2019,11,23,3.0,0.0,88.3,2.0,3.7,327,33.84
2153,KRAKÓW-OBSERWATORIUM,2019,11,24,2.3,0.0,96.3,2.0,8.0,328,27.4
2154,KRAKÓW-OBSERWATORIUM,2019,11,25,2.7,0.0,92.5,1.3,8.0,329,29.95
2155,KRAKÓW-OBSERWATORIUM,2019,11,26,2.3,0.0,96.3,1.7,8.0,330,29.51
2156,KRAKÓW-OBSERWATORIUM,2019,11,27,2.9,0.0,97.3,1.3,8.0,331,30.22
2158,KRAKÓW-OBSERWATORIUM,2019,11,29,6.8,2.2,82.3,3.3,7.0,333,10.36
2159,KRAKÓW-OBSERWATORIUM,2019,11,30,2.0,0.0,65.5,2.3,2.7,334,18.89
2160,KRAKÓW-OBSERWATORIUM,2019,12,1,0.2,0.0,80.0,1.0,2.3,335,40.15
2161,KRAKÓW-OBSERWATORIUM,2019,12,2,0.7,1.1,70.8,3.0,7.7,336,41.49
2162,KRAKÓW-OBSERWATORIUM,2019,12,3,0.0,1.1,85.3,2.0,4.7,337,25.59
2163,KRAKÓW-OBSERWATORIUM,2019,12,4,-0.7,0.0,73.0,1.0,5.0,338,50.91
2164,KRAKÓW-OBSERWATORIUM,2019,12,5,-1.3,0.0,77.3,0.7,0.7,339,68.2
2165,KRAKÓW-OBSERWATORIUM,2019,12,6,-1.3,0.0,79.0,1.3,2.3,340,53.06
2166,KRAKÓW-OBSERWATORIUM,2019,12,7,1.6,0.1,80.5,2.3,7.0,341,35.68
2167,KRAKÓW-OBSERWATORIUM,2019,12,8,6.0,0.5,71.3,1.7,5.3,342,12.73
2168,KRAKÓW-OBSERWATORIUM,2019,12,9,6.2,0.0,81.5,1.3,7.0,343,35.92
2169,KRAKÓW-OBSERWATORIUM,2019,12,10,4.3,0.0,76.0,2.3,6.3,344,19.96
2170,KRAKÓW-OBSERWATORIUM,2019,12,11,-1.4,0.0,85.0,1.7,0.3,345,37.29
2171,KRAKÓW-OBSERWATORIUM,2019,12,12,-1.3,0.0,82.8,0.3,5.0,346,81.69
2172,KRAKÓW-OBSERWATORIUM,2019,12,13,4.1,0.0,74.8,2.3,7.0,347,43.7
2173,KRAKÓW-OBSERWATORIUM,2019,12,14,4.4,0.3,73.8,2.3,4.7,348,9.65
2174,KRAKÓW-OBSERWATORIUM,2019,12,15,7.9,0.3,60.5,0.7,7.0,349,9.74
2175,KRAKÓW-OBSERWATORIUM,2019,12,16,5.8,0.0,86.5,0.7,6.0,350,27.61
2176,KRAKÓW-OBSERWATORIUM,2019,12,17,2.9,0.0,92.3,0.0,6.0,351,82.9
2177,KRAKÓW-OBSERWATORIUM,2019,12,18,6.9,0.0,88.5,0.3,6.3,352,54.46
2178,KRAKÓW-OBSERWATORIUM,2019,12,19,3.8,0.0,96.8,0.7,2.7,353,52.59
2179,KRAKÓW-OBSERWATORIUM,2019,12,20,6.8,0.0,83.3,1.3,3.0,354,29.69
2180,KRAKÓW-OBSERWATORIUM,2019,12,21,10.6,6.8,66.0,1.3,7.0,355,17.05
2181,KRAKÓW-OBSERWATORIUM,2019,12,22,6.3,8.1,94.0,1.7,6.7,356,23.83
2182,KRAKÓW-OBSERWATORIUM,2019,12,23,5.2,15.1,94.8,1.7,8.0,357,19.85
2183,KRAKÓW-OBSERWATORIUM,2019,12,24,5.5,0.0,85.0,2.7,7.7,358,11.89
2184,KRAKÓW-OBSERWATORIUM,2019,12,25,3.7,2.9,94.0,1.0,7.7,359,15.52
2185,KRAKÓW-OBSERWATORIUM,2019,12,26,3.6,0.4,85.3,2.0,7.7,360,14.1
2186,KRAKÓW-OBSERWATORIUM,2019,12,27,2.5,1.4,88.5,2.0,7.3,361,12.84
2187,KRAKÓW-OBSERWATORIUM,2019,12,28,0.5,0.3,78.5,2.3,7.7,362,6.96
2188,KRAKÓW-OBSERWATORIUM,2019,12,29,-0.9,0.0,72.3,1.3,8.0,363,12.04
2189,KRAKÓW-OBSERWATORIUM,2019,12,30,0.3,0.0,67.5,1.7,7.7,364,48.09
2190,KRAKÓW-OBSERWATORIUM,2019,12,31,4.1,0.0,63.5,2.3,5.0,365,24.19
2191,KRAKÓW-OBSERWATORIUM,2020,1,1,2.6,0.0,75.8,3.0,4.3,1,21.62
2192,KRAKÓW-OBSERWATORIUM,2020,1,2,0.4,0.0,64.5,1.3,4.7,2,48.07
2193,KRAKÓW-OBSERWATORIUM,2020,1,3,0.3,0.0,69.3,2.0,0.7,3,74.44
2194,KRAKÓW-OBSERWATORIUM,2020,1,4,3.8,3.3,77.5,4.3,7.7,4,10.98
2195,KRAKÓW-OBSERWATORIUM,2020,1,5,1.3,0.0,67.8,3.0,5.0,5,11.44
2196,KRAKÓW-OBSERWATORIUM,2020,1,6,-0.3,0.0,74.8,1.7,6.3,6,34.15
2197,KRAKÓW-OBSERWATORIUM,2020,1,7,-1.3,0.0,76.5,1.3,2.7,7,48.31
2199,KRAKÓW-OBSERWATORIUM,2020,1,9,4.4,6.2,97.0,0.3,7.7,9,34.88
2200,KRAKÓW-OBSERWATORIUM,2020,1,10,4.0,0.0,80.0,1.3,7.3,10,43.19
2201,KRAKÓW-OBSERWATORIUM,2020,1,11,4.6,0.5,85.5,3.0,7.3,11,18.47
2202,KRAKÓW-OBSERWATORIUM,2020,1,12,2.6,0.0,76.8,1.3,1.7,12,19.53
2203,KRAKÓW-OBSERWATORIUM,2020,1,13,3.8,0.0,72.0,1.7,7.3,13,27.78
2204,KRAKÓW-OBSERWATORIUM,2020,1,14,0.0,0.0,92.8,1.0,2.0,14,75.52
2205,KRAKÓW-OBSERWATORIUM,2020,1,15,0.9,0.0,83.3,0.3,1.3,15,77.49
2206,KRAKÓW-OBSERWATORIUM,2020,1,16,0.8,0.0,88.3,1.0,5.0,16,81.57
2207,KRAKÓW-OBSERWATORIUM,2020,1,17,-0.8,0.0,99.0,1.3,8.0,17,53.21
2208,KRAKÓW-OBSERWATORIUM,2020,1,18,0.3,1.5,90.8,1.3,6.7,18,63.83
2209,KRAKÓW-OBSERWATORIUM,2020,1,19,2.3,0.1,94.0,1.0,8.0,19,42.82
2210,KRAKÓW-OBSERWATORIUM,2020,1,20,2.1,0.0,80.5,1.7,7.7,20,27.63
2211,KRAKÓW-OBSERWATORIUM,2020,1,21,1.7,0.0,73.5,2.7,0.3,21,27.19
2212,KRAKÓW-OBSERWATORIUM,2020,1,22,0.4,0.8,80.8,3.3,6.7,22,30.64
2213,KRAKÓW-OBSERWATORIUM,2020,1,23,0.6,0.0,86.0,1.3,3.3,23,32.68
2214,KRAKÓW-OBSERWATORIUM,2020,1,24,-1.1,0.0,79.8,1.7,2.0,24,63.08
2215,KRAKÓW-OBSERWATORIUM,2020,1,25,-1.0,0.0,81.0,1.3,0.3,25,44.74
2216,KRAKÓW-OBSERWATORIUM,2020,1,26,-0.9,0.0,85.0,0.7,7.7,26,66.68
2217,KRAKÓW-OBSERWATORIUM,2020,1,27,-0.3,0.0,85.3,1.0,3.0,27,62.4
2218,KRAKÓW-OBSERWATORIUM,2020,1,28,1.1,0.7,91.3,0.7,7.3,28,58.78
2219,KRAKÓW-OBSERWATORIUM,2020,1,29,3.4,0.1,64.8,4.3,5.3,29,9.91
2220,KRAKÓW-OBSERWATORIUM,2020,1,30,3.6,2.6,79.8,4.0,7.7,30,11.06
2221,KRAKÓW-OBSERWATORIUM,2020,1,31,6.1,2.6,84.5,3.7,8.0,31,12.44
2222,KRAKÓW-OBSERWATORIUM,2020,2,1,10.1,3.0,72.8,2.0,5.3,32,10.55
2223,KRAKÓW-OBSERWATORIUM,2020,2,2,8.4,5.1,76.5,3.7,7.7,33,6.27
2224,KRAKÓW-OBSERWATORIUM,2020,2,3,6.2,4.6,87.0,3.0,6.3,34,10.6
2225,KRAKÓW-OBSERWATORIUM,2020,2,4,4.5,16.4,92.5,2.0,7.7,35,8.03
2226,KRAKÓW-OBSERWATORIUM,2020,2,5,1.4,0.3,71.0,3.0,4.0,36,7.43
2227,KRAKÓW-OBSERWATORIUM,2020,2,6,0.1,0.7,83.0,3.7,8.0,37,28.31
2228,KRAKÓW-OBSERWATORIUM,2020,2,7,1.4,0.2,78.8,1.7,4.0,38,19.03
2229,KRAKÓW-OBSERWATORIUM,2020,2,8,-0.5,0.0,71.0,1.3,0.3,39,49.56
2230,KRAKÓW-OBSERWATORIUM,2020,2,9,1.8,0.0,74.8,1.3,2.0,40,63.93
2231,KRAKÓW-OBSERWATORIUM,2020,2,10,7.2,3.5,59.5,3.3,6.0,41,9.11
2232,KRAKÓW-OBSERWATORIUM,2020,2,11,5.0,4.4,62.0,3.7,5.0,42,5.26
2233,KRAKÓW-OBSERWATORIUM,2020,2,12,3.2,0.6,69.0,5.0,6.0,43,6.39
2234,KRAKÓW-OBSERWATORIUM,2020,2,13,3.0,0.5,60.0,2.0,2.0,44,13.93
2235,KRAKÓW-OBSERWATORIUM,2020,2,14,4.2,0.0,80.8,1.7,8.0,45,18.89
2236,KRAKÓW-OBSERWATORIUM,2020,2,15,4.4,0.0,71.8,1.0,3.7,46,27.5
2237,KRAKÓW-OBSERWATORIUM,2020,2,16,4.6,0.0,70.3,0.7,6.3,47,40.91
2238,KRAKÓW-OBSERWATORIUM,2020,2,17,8.9,2.1,60.0,1.3,7.0,48,21.62
2239,KRAKÓW-OBSERWATORIUM,2020,2,18,7.6,0.9,75.8,2.3,4.0,49,13.61
2240,KRAKÓW-OBSERWATORIUM,2020,2,19,5.1,1.4,68.0,2.0,7.3,50,11.75
2241,KRAKÓW-OBSERWATORIUM,2020,2,20,3.3,0.1,83.5,1.7,5.0,51,23.22
2242,KRAKÓW-OBSERWATORIUM,2020,2,21,2.7,3.3,78.3,2.7,6.0,52,21.66
2243,KRAKÓW-OBSERWATORIUM,2020,2,22,4.0,0.0,69.8,1.7,4.3,53,21.79
2244,KRAKÓW-OBSERWATORIUM,2020,2,23,8.3,17.1,78.3,1.3,8.0,54,6.07
2245,KRAKÓW-OBSERWATORIUM,2020,2,24,4.8,3.2,74.0,2.7,6.3,55,11.29
2246,KRAKÓW-OBSERWATORIUM,2020,2,25,7.1,1.0,87.8,1.7,8.0,56,13.61
2247,KRAKÓW-OBSERWATORIUM,2020,2,26,6.1,0.2,80.3,2.3,7.7,57,11.84
2248,KRAKÓW-OBSERWATORIUM,2020,2,27,2.6,0.7,79.3,2.3,4.7,58,17.45
2249,KRAKÓW-OBSERWATORIUM,2020,2,28,1.9,0.1,82.5,2.3,7.3,59,26.25
2250,KRAKÓW-OBSERWATORIUM,2020,2,29,3.7,0.2,67.3,1.7,7.0,60,14.52
2251,KRAKÓW-OBSERWATORIUM,2020,3,1,6.9,1.0,70.3,1.3,7.3,61,15.54
2252,KRAKÓW-OBSERWATORIUM,2020,3,2,6.0,0.9,84.5,1.7,5.3,62,21.88
2253,KRAKÓW-OBSERWATORIUM,2020,3,3,7.0,1.2,84.0,1.3,7.7,63,17.27
2254,KRAKÓW-OBSERWATORIUM,2020,3,4,5.3,0.1,70.8,1.3,8.0,64,17.65
2255,KRAKÓW-OBSERWATORIUM,2020,3,5,3.3,0.0,70.3,0.7,0.7,65,46.83
2256,KRAKÓW-OBSERWATORIUM,2020,3,6,4.2,1.0,73.5,0.7,7.7,66,25.19
2257,KRAKÓW-OBSERWATORIUM,2020,3,7,5.3,0.0,77.3,1.7,7.3,67,14.55
2258,KRAKÓW-OBSERWATORIUM,2020,3,8,4.3,0.0,78.0,1.3,5.3,68,28.34
2259,KRAKÓW-OBSERWATORIUM,2020,3,9,3.1,0.0,73.3,0.7,0.7,69,51.02
2260,KRAKÓW-OBSERWATORIUM,2020,3,10,5.9,1.6,73.8,1.0,4.0,70,39.6
2261,KRAKÓW-OBSERWATORIUM,2020,3,11,9.4,0.8,82.8,3.0,5.0,71,7.67
2262,KRAKÓW-OBSERWATORIUM,2020,3,12,11.5,1.9,68.5,2.7,5.3,72,10.89
2263,KRAKÓW-OBSERWATORIUM,2020,3,13,8.6,0.0,70.3,2.7,3.3,73,9.14
2264,KRAKÓW-OBSERWATORIUM,2020,3,14,4.3,0.0,51.0,3.0,3.3,74,11.15
2265,KRAKÓW-OBSERWATORIUM,2020,3,15,1.4,0.0,51.3,2.3,0.0,75,21.42
2266,KRAKÓW-OBSERWATORIUM,2020,3,16,4.2,0.0,46.8,2.0,3.3,76,25.76
2267,KRAKÓW-OBSERWATORIUM,2020,3,17,7.9,0.0,54.8,1.0,1.0,77,36.78
2268,KRAKÓW-OBSERWATORIUM,2020,3,18,11.0,0.0,61.0,1.7,2.0,78,59.11
2269,KRAKÓW-OBSERWATORIUM,2020,3,19,10.6,0.0,66.8,1.7,1.0,79,46.72
2270,KRAKÓW-OBSERWATORIUM,2020,3,20,11.4,4.1,71.8,1.3,8.0,80,34.9
2271,KRAKÓW-OBSERWATORIUM,2020,3,21,5.1,0.8,77.5,3.3,7.7,81,11.62
2272,KRAKÓW-OBSERWATORIUM,2020,3,22,-0.1,0.0,58.8,3.0,5.7,82,10.89
2273,KRAKÓW-OBSERWATORIUM,2020,3,23,-0.1,0.0,45.8,3.3,5.7,83,18.65
2274,KRAKÓW-OBSERWATORIUM,2020,3,24,0.3,0.0,45.5,4.0,0.0,84,19.62
2275,KRAKÓW-OBSERWATORIUM,2020,3,25,1.7,0.0,40.3,3.7,0.7,85,24.19
2276,KRAKÓW-OBSERWATORIUM,2020,3,26,5.6,0.0,47.5,3.3,6.3,86,29.4
2277,KRAKÓW-OBSERWATORIUM,2020,3,27,8.0,0.0,47.0,2.7,0.0,87,34.03
2278,KRAKÓW-OBSERWATORIUM,2020,3,28,8.1,0.0,51.8,1.3,0.7,88,50.33
2279,KRAKÓW-OBSERWATORIUM,2020,3,29,7.6,3.1,61.3,2.3,7.0,89,58.96
2280,KRAKÓW-OBSERWATORIUM,2020,3,30,1.7,0.0,60.0,2.3,4.0,90,13.84
2281,KRAKÓW-OBSERWATORIUM,2020,3,31,0.7,0.0,62.0,1.3,3.3,91,41.04
2282,KRAKÓW-OBSERWATORIUM,2020,4,1,2.1,0.0,63.8,1.7,0.3,92,42.4
2283,KRAKÓW-OBSERWATORIUM,2020,4,2,4.8,0.0,41.8,2.0,0.0,93,34.37
2284,KRAKÓW-OBSERWATORIUM,2020,4,3,6.5,0.0,42.3,2.0,4.7,94,23.64
2285,KRAKÓW-OBSERWATORIUM,2020,4,4,6.5,0.0,49.3,0.3,2.0,95,32.15
2286,KRAKÓW-OBSERWATORIUM,2020,4,5,6.8,0.0,48.0,2.3,0.7,96,30.18
2287,KRAKÓW-OBSERWATORIUM,2020,4,6,9.6,0.0,41.0,1.3,0.0,97,27.34
2288,KRAKÓW-OBSERWATORIUM,2020,4,7,11.1,0.0,41.0,0.7,0.0,98,34.95
2289,KRAKÓW-OBSERWATORIUM,2020,4,8,11.8,0.0,35.5,0.3,0.0,99,33.22
2290,KRAKÓW-OBSERWATORIUM,2020,4,9,12.8,0.0,36.8,2.0,0.7,100,31.07
2291,KRAKÓW-OBSERWATORIUM,2020,4,10,11.2,0.0,53.3,1.3,3.3,101,19.23
2292,KRAKÓW-OBSERWATORIUM,2020,4,11,8.9,0.0,48.3,0.7,0.7,102,24.44
2293,KRAKÓW-OBSERWATORIUM,2020,4,12,11.2,0.0,42.8,0.7,0.7,103,20.27
2294,KRAKÓW-OBSERWATORIUM,2020,4,13,12.2,0.8,67.3,2.7,7.3,104,19.14
2295,KRAKÓW-OBSERWATORIUM,2020,4,14,5.3,0.1,54.0,1.7,5.3,105,12.15
2296,KRAKÓW-OBSERWATORIUM,2020,4,15,7.6,0.0,43.3,3.7,4.7,106,20.58
2297,KRAKÓW-OBSERWATORIUM,2020,4,16,13.2,0.0,39.5,3.0,2.3,107,19.11
2298,KRAKÓW-OBSERWATORIUM,2020,4,17,11.4,0.0,48.8,1.0,5.7,108,21.64
2299,KRAKÓW-OBSERWATORIUM,2020,4,18,9.2,0.0,37.3,1.7,0.3,109,18.69
2300,KRAKÓW-OBSERWATORIUM,2020,4,19,8.5,0.0,37.3,1.3,5.3,110,12.28
2301,KRAKÓW-OBSERWATORIUM,2020,4,20,7.7,0.0,47.5,1.7,0.3,111,15.66
2302,KRAKÓW-OBSERWATORIUM,2020,4,21,8.1,0.0,42.0,3.0,0.0,112,19.82
2303,KRAKÓW-OBSERWATORIUM,2020,4,22,9.3,0.0,46.5,2.0,1.3,113,20.02
2304,KRAKÓW-OBSERWATORIUM,2020,4,23,11.6,0.0,45.5,0.7,1.0,114,24.64
2305,KRAKÓW-OBSERWATORIUM,2020,4,24,13.3,0.0,43.0,2.0,5.7,115,24.68
2306,KRAKÓW-OBSERWATORIUM,2020,4,25,12.5,2.3,49.8,3.0,7.3,116,20.84
2307,KRAKÓW-OBSERWATORIUM,2020,4,26,10.1,0.0,47.8,0.7,3.7,117,12.97
2308,KRAKÓW-OBSERWATORIUM,2020,4,27,11.3,0.0,49.3,1.0,1.3,118,20.67
2309,KRAKÓW-OBSERWATORIUM,2020,4,28,14.5,0.0,49.0,1.3,2.0,119,23.68
2310,KRAKÓW-OBSERWATORIUM,2020,4,29,15.1,3.2,64.3,1.3,6.7,120,18.83
2311,KRAKÓW-OBSERWATORIUM,2020,4,30,14.6,0.0,71.8,1.3,5.7,121,19.96
2312,KRAKÓW-OBSERWATORIUM,2020,5,1,12.3,2.8,83.0,1.7,6.3,122,16.12
2313,KRAKÓW-OBSERWATORIUM,2020,5,2,11.9,0.0,69.0,2.0,6.7,123,11.79
2314,KRAKÓW-OBSERWATORIUM,2020,5,3,9.8,0.3,76.3,2.7,7.3,124,12.22
2315,KRAKÓW-OBSERWATORIUM,2020,5,4,10.8,2.4,66.0,1.3,4.3,125,19.85
2316,KRAKÓW-OBSERWATORIUM,2020,5,5,9.5,1.4,70.5,2.3,5.7,126,13.68
2317,KRAKÓW-OBSERWATORIUM,2020,5,6,6.7,7.4,90.8,3.0,7.7,127,12.9
2318,KRAKÓW-OBSERWATORIUM,2020,5,7,9.3,0.0,62.8,2.3,4.0,128,13.95
2319,KRAKÓW-OBSERWATORIUM,2020,5,8,12.6,0.0,60.5,2.0,3.3,129,19.33
2320,KRAKÓW-OBSERWATORIUM,2020,5,9,14.9,0.0,49.8,1.0,2.7,130,16.78
2321,KRAKÓW-OBSERWATORIUM,2020,5,10,18.9,0.0,48.3,2.0,5.3,131,18.72
2322,KRAKÓW-OBSERWATORIUM,2020,5,11,20.3,0.3,40.0,1.3,5.7,132,17.61
2323,KRAKÓW-OBSERWATORIUM,2020,5,12,9.1,0.0,56.5,1.7,4.7,133,7.09
2324,KRAKÓW-OBSERWATORIUM,2020,5,13,7.5,14.0,54.5,1.0,7.0,134,14.12
2325,KRAKÓW-OBSERWATORIUM,2020,5,14,8.1,2.2,88.8,1.7,5.3,135,12.79
2326,KRAKÓW-OBSERWATORIUM,2020,5,15,6.9,2.7,89.5,0.7,7.7,136,20.4
2327,KRAKÓW-OBSERWATORIUM,2020,5,16,11.4,0.0,58.8,2.3,0.7,137,21.99
2328,KRAKÓW-OBSERWATORIUM,2020,5,17,12.6,0.0,62.5,1.7,3.7,138,18.54
2329,KRAKÓW-OBSERWATORIUM,2020,5,18,15.0,0.0,56.5,1.7,3.0,139,15.52
2330,KRAKÓW-OBSERWATORIUM,2020,5,19,17.2,0.0,53.3,2.7,3.3,140,16.99
2331,KRAKÓW-OBSERWATORIUM,2020,5,20,13.9,0.0,51.8,2.0,3.0,141,8.87
2332,KRAKÓW-OBSERWATORIUM,2020,5,21,11.8,0.0,47.0,2.0,2.7,142,8.98
2333,KRAKÓW-OBSERWATORIUM,2020,5,22,11.3,0.0,41.8,1.7,5.3,143,9.18
2334,KRAKÓW-OBSERWATORIUM,2020,5,23,13.1,12.7,44.5,1.3,8.0,144,14.46
2335,KRAKÓW-OBSERWATORIUM,2020,5,24,12.7,4.9,79.3,2.7,5.7,145,8.52
2336,KRAKÓW-OBSERWATORIUM,2020,5,25,11.2,6.4,87.3,1.3,7.3,146,8.58
2337,KRAKÓW-OBSERWATORIUM,2020,5,26,12.3,11.8,86.3,1.3,7.0,147,8.31
2338,KRAKÓW-OBSERWATORIUM,2020,5,27,14.1,1.8,77.8,1.3,6.7,148,12.62
2339,KRAKÓW-OBSERWATORIUM,2020,5,28,14.0,0.9,71.5,1.7,5.3,149,12.75
2340,KRAKÓW-OBSERWATORIUM,2020,5,29,14.0,0.3,67.0,2.0,5.3,150,8.45
2341,KRAKÓW-OBSERWATORIUM,2020,5,30,10.8,30.5,79.3,1.7,7.7,151,8.4
2342,KRAKÓW-OBSERWATORIUM,2020,5,31,10.8,9.8,98.5,2.3,8.0,152,6.89
2343,KRAKÓW-OBSERWATORIUM,2020,6,1,14.8,1.9,66.5,1.7,4.7,153,12.6
2344,KRAKÓW-OBSERWATORIUM,2020,6,2,13.9,0.0,66.0,2.0,4.0,154,9.44
2345,KRAKÓW-OBSERWATORIUM,2020,6,3,14.2,0.0,58.0,2.0,3.3,155,11.6
2346,KRAKÓW-OBSERWATORIUM,2020,6,4,16.2,0.2,61.3,1.0,6.7,156,12.9
2347,KRAKÓW-OBSERWATORIUM,2020,6,5,17.0,8.8,69.5,1.7,7.0,157,7.5
2348,KRAKÓW-OBSERWATORIUM,2020,6,6,19.3,0.1,54.8,1.3,2.3,158,7.43
2349,KRAKÓW-OBSERWATORIUM,2020,6,7,19.2,1.2,74.8,1.7,7.3,159,13.57
2350,KRAKÓW-OBSERWATORIUM,2020,6,8,16.0,0.0,87.5,2.0,8.0,160,10.15
2351,KRAKÓW-OBSERWATORIUM,2020,6,9,15.0,0.0,79.0,1.3,8.0,161,9.96
2352,KRAKÓW-OBSERWATORIUM,2020,6,10,17.1,0.8,84.5,1.3,8.0,162,16.56
2353,KRAKÓW-OBSERWATORIUM,2020,6,11,18.7,2.5,80.8,0.7,7.0,163,10.35
2354,KRAKÓW-OBSERWATORIUM,2020,6,12,21.7,0.0,79.5,1.0,5.0,164,13.95
2355,KRAKÓW-OBSERWATORIUM,2020,6,13,24.1,1.5,62.5,2.0,1.7,165,17.8
2356,KRAKÓW-OBSERWATORIUM,2020,6,14,19.9,0.0,81.3,2.3,8.0,166,10.38
2357,KRAKÓW-OBSERWATORIUM,2020,6,15,17.9,0.3,68.5,1.7,6.7,167,8.83
2358,KRAKÓW-OBSERWATORIUM,2020,6,16,17.0,3.5,82.5,1.7,8.0,168,11.69
2359,KRAKÓW-OBSERWATORIUM,2020,6,17,19.3,6.0,84.0,0.7,7.3,169,12.04
2360,KRAKÓW-OBSERWATORIUM,2020,6,18,20.1,0.3,78.8,1.7,7.0,170,14.5
2361,KRAKÓW-OBSERWATORIUM,2020,6,19,19.1,4.4,83.5,2.0,7.7,171,13.04
2362,KRAKÓW-OBSERWATORIUM,2020,6,20,18.2,3.5,88.5,1.7,7.7,172,8.67
2363,KRAKÓW-OBSERWATORIUM,2020,6,21,18.3,15.1,91.5,2.3,7.0,173,8.91
2364,KRAKÓW-OBSERWATORIUM,2020,6,22,18.2,0.9,90.8,1.7,8.0,174,9.49
2365,KRAKÓW-OBSERWATORIUM,2020,6,23,19.2,0.0,61.8,2.3,4.0,175,7.7
